carat,cut,color,clarity,depth,table,x,y,z,price,depth_categories
0.54,0,4,2.0,61.2,57.0,5.25,5.21,3.2,1814,0.0
1.32,2,5,6.5,61.2,58.0,7.12,7.06,4.34,6300,0.0
0.96,0,2,6.5,60.9,60.0,6.31,6.36,3.86,4500,0.0
2.0,1,5,3.6,61.8,56.0,8.11,8.04,4.99,17716,0.0
1.5,2,6,3.1,62.2,58.0,7.19,7.27,4.5,8014,0.2
1.05,2,4,6.5,63.8,58.0,6.38,6.45,4.09,4112,0.2
0.53,0,3,0.0,62.7,56.0,5.23,5.13,3.25,2137,0.2
0.35,1,2,3.6,61.5,59.0,4.55,4.53,2.79,906,0.0
0.73,0,3,6.5,61.8,56.0,5.76,5.8,3.57,2210,0.0
0.47,0,1,3.1,61.8,53.0,4.99,5.04,3.1,1721,0.0
0.78,0,1,3.6,62.1,54.0,5.92,5.94,3.68,3159,0.2
1.07,1,3,3.1,58.6,60.0,6.76,6.65,3.93,6730,0.2
1.02,1,4,6.5,59.8,59.0,6.5,6.54,3.9,4207,0.0
0.56,0,0,6.0,61.3,55.0,5.32,5.35,3.27,1708,0.0
1.01,1,4,6.5,59.6,60.0,6.5,6.55,3.89,3665,0.0
0.52,2,1,3.1,63.4,54.0,5.08,5.11,3.23,1601,0.2
0.5,0,1,3.6,60.8,57.0,5.16,5.13,3.13,1768,0.0
0.32,2,3,2.0,60.6,57.0,4.46,4.48,2.71,685,0.0
0.42,1,0,2.5,62.8,59.0,4.76,4.73,2.98,1241,0.2
0.25,0,4,3.1,62.6,53.0,4.04,4.08,2.54,445,0.2
1.0,3,3,3.6,63.1,61.0,6.33,6.38,4.01,5702,0.2
0.93,0,5,6.5,62.3,57.0,6.2,6.22,3.87,3101,0.2
2.04,0,4,6.5,62.0,56.0,8.18,8.23,5.09,16319,0.0
1.23,0,3,3.1,62.1,57.0,6.87,6.79,4.24,9230,0.2
0.3,2,4,3.1,63.2,58.0,4.26,4.22,2.68,630,0.2
1.29,3,0,6.5,57.9,59.0,7.22,7.18,4.17,6140,0.2
0.71,0,3,2.5,61.5,57.0,5.73,5.75,3.53,2893,0.0
0.48,2,0,2.5,59.5,57.0,5.16,5.12,3.06,2329,0.0
0.25,2,2,2.5,62.0,59.0,3.99,4.04,2.49,576,0.0
1.09,1,0,6.5,62.8,56.0,6.49,6.45,4.06,4538,0.2
0.6,0,0,2.0,62.3,55.0,5.38,5.4,3.36,3850,0.2
1.21,1,3,3.1,62.7,58.0,6.79,6.74,4.24,8456,0.2
0.37,1,5,2.0,62.4,58.0,4.58,4.55,2.85,874,0.2
1.52,0,3,6.0,60.7,57.0,7.38,7.41,4.49,9530,0.0
0.31,0,4,3.6,62.6,57.0,4.35,4.31,2.71,628,0.2
0.31,1,1,6.0,59.3,59.0,4.48,4.42,2.64,698,0.0
1.4,1,5,3.1,61.6,59.0,7.22,7.17,4.43,7722,0.0
0.7,2,1,3.6,62.6,56.0,5.65,5.69,3.55,2513,0.2
1.11,0,3,6.5,61.9,55.0,6.65,6.6,4.1,4185,0.0
1.07,0,4,6.0,60.9,57.0,6.68,6.61,4.05,5123,0.0
0.74,0,3,3.1,61.5,56.0,5.79,5.82,3.57,3572,0.0
1.3,3,6,3.6,63.6,59.0,6.9,6.87,4.38,5269,0.2
1.04,2,0,6.5,58.2,59.0,6.62,6.67,3.87,4252,0.2
0.51,0,3,2.5,62.2,56.0,5.09,5.13,3.18,1827,0.2
0.97,1,2,2.5,58.1,60.0,6.53,6.49,3.78,6768,0.2
0.3,0,3,2.5,62.4,57.0,4.27,4.29,2.67,665,0.2
0.75,0,2,6.0,60.8,57.0,5.87,5.9,3.58,3610,0.0
0.41,1,2,3.1,62.6,58.0,4.75,4.74,2.97,1076,0.2
1.0,3,4,6.0,62.7,60.0,6.24,6.3,3.93,4389,0.2
0.4,1,2,6.0,62.6,59.0,4.68,4.74,2.95,737,0.2
0.84,0,1,6.0,61.7,53.0,6.08,6.11,3.76,4068,0.0
0.55,1,3,6.0,61.3,59.0,5.28,5.23,3.22,1415,0.0
0.52,0,3,2.0,60.6,57.0,5.21,5.26,3.17,2387,0.0
0.3,3,3,2.0,63.1,56.0,4.25,4.28,2.69,789,0.2
0.9,2,3,6.0,62.0,61.0,6.07,6.13,3.78,3734,0.0
0.35,0,5,0.0,62.5,55.0,4.52,4.54,2.83,737,0.2
1.62,0,3,3.1,62.7,56.0,7.44,7.51,4.69,15246,0.2
1.51,0,2,3.6,62.4,53.0,7.37,7.32,4.58,15688,0.2
0.42,1,0,6.0,61.1,60.0,4.79,4.83,2.94,810,0.0
0.38,0,1,2.0,62.4,53.2,4.62,4.66,2.9,1245,0.2
0.9,1,3,6.0,61.0,60.0,6.17,6.12,3.75,3879,0.0
1.0,2,2,3.1,62.9,56.0,6.38,6.43,4.03,6468,0.2
0.4,3,0,6.0,63.3,57.0,4.68,4.71,2.97,720,0.2
1.58,0,5,3.6,61.1,55.0,7.48,7.53,4.59,10338,0.0
1.21,2,4,6.5,62.1,60.0,6.77,6.82,4.22,5190,0.2
2.03,0,5,6.5,61.1,56.0,8.22,8.17,5.01,11172,0.0
0.31,2,6,6.0,63.5,55.0,4.33,4.3,2.74,465,0.2
1.01,2,2,6.0,61.3,60.0,6.39,6.43,3.93,5975,0.0
0.73,0,3,3.1,61.5,56.0,5.8,5.77,3.56,3270,0.0
0.3,0,1,2.0,61.2,58.0,4.28,4.31,2.63,838,0.0
1.0,2,4,6.0,62.2,60.0,6.34,6.45,3.98,4389,0.2
1.06,0,5,3.6,61.6,57.0,6.53,6.58,4.04,5748,0.0
2.09,1,4,6.5,60.6,59.0,8.27,8.22,5.0,17805,0.0
0.71,0,0,6.0,62.0,55.0,5.71,5.76,3.56,3252,0.0
1.28,0,4,6.5,62.8,57.0,6.92,6.87,4.33,6451,0.2
3.0,3,5,10.0,57.0,64.0,9.38,9.31,5.33,10863,0.2
0.7,0,2,6.0,61.8,55.0,5.71,5.75,3.54,2401,0.0
0.51,0,0,3.6,61.2,55.0,5.18,5.16,3.16,1882,0.0
1.0,1,5,6.5,61.6,59.0,6.41,6.34,3.93,3780,0.0
1.01,4,2,6.0,67.2,60.0,6.06,6.0,4.05,4276,0.6
0.7,3,4,2.5,64.3,60.0,5.59,5.55,3.58,2355,0.2
0.31,0,2,6.0,62.0,54.0,4.36,4.38,2.71,628,0.0
1.77,1,5,3.1,62.2,58.0,7.76,7.68,4.8,13085,0.2
1.39,2,5,10.0,62.6,57.0,7.1,7.15,4.46,3914,0.2
0.9,2,0,6.0,59.6,62.0,6.19,6.22,3.7,4693,0.0
0.32,1,1,3.6,61.6,59.0,4.43,4.4,2.72,768,0.0
1.1,1,4,6.5,59.5,57.0,6.81,6.74,4.03,4004,0.0
0.59,2,1,3.6,60.6,60.0,5.44,5.49,3.31,2094,0.0
0.91,1,1,10.0,59.6,59.0,6.29,6.32,3.76,2464,0.0
0.29,2,1,3.1,62.1,57.0,4.2,4.24,2.62,496,0.2
1.14,1,1,2.5,59.7,58.0,6.83,6.91,4.1,10258,0.0
0.32,0,1,3.6,62.1,56.0,4.43,4.4,2.74,900,0.2
0.7,1,0,6.5,60.0,60.0,5.72,5.56,3.5,2596,0.0
1.7,0,4,6.5,61.9,59.0,7.59,7.67,4.72,9864,0.0
0.4,0,5,0.0,62.2,56.0,4.71,4.75,2.94,982,0.2
0.33,3,1,6.0,63.8,55.0,4.38,4.36,2.79,743,0.2
0.3,0,3,3.1,61.4,55.0,4.32,4.38,2.67,524,0.0
0.71,1,4,0.0,62.9,60.0,5.74,5.67,3.59,3349,0.2
0.3,0,2,3.1,62.6,57.0,4.34,4.29,2.7,731,0.2
1.51,2,5,6.5,60.6,60.2,7.32,7.37,4.45,7441,0.0
1.52,0,3,3.1,59.7,57.0,7.5,7.48,4.47,13903,0.0
1.09,1,3,6.5,60.7,57.0,6.72,6.62,4.06,4047,0.0
1.1,2,2,3.6,62.8,56.0,6.56,6.59,4.13,7174,0.2
0.83,2,2,6.5,61.9,56.0,5.99,6.02,3.72,2939,0.0
0.71,0,0,3.6,61.0,56.0,5.76,5.81,3.53,3838,0.0
0.26,0,2,2.0,60.3,56.0,4.15,4.17,2.51,733,0.0
0.31,0,4,2.5,61.4,55.0,4.37,4.39,2.69,609,0.0
0.38,0,4,6.0,61.2,56.0,4.68,4.63,2.85,834,0.0
0.3,0,1,3.6,61.2,55.0,4.35,4.31,2.65,844,0.0
0.76,1,2,6.5,62.3,55.0,5.88,5.84,3.65,2425,0.2
0.7,0,2,3.6,61.3,56.0,5.74,5.71,3.51,2717,0.0
0.51,2,1,3.6,59.5,63.0,5.22,5.17,3.09,1671,0.0
1.3,1,0,6.5,60.2,59.0,7.05,7.0,4.23,7130,0.0
0.5,0,5,3.6,62.0,55.0,5.1,5.12,3.17,1110,0.0
0.76,2,4,0.0,62.6,57.0,5.8,5.83,3.64,3367,0.2
1.02,3,3,2.5,62.3,60.0,6.38,6.49,4.01,7292,0.2
1.02,1,6,6.0,61.8,58.0,6.5,6.44,4.0,3856,0.0
0.41,0,2,2.0,62.3,57.0,4.77,4.73,2.96,1356,0.2
0.7,0,3,3.6,62.3,57.0,5.66,5.7,3.54,2723,0.2
1.07,0,0,6.0,61.8,55.0,6.54,6.59,4.06,5767,0.0
0.36,1,2,3.6,61.4,58.0,4.56,4.6,2.81,726,0.0
0.39,1,4,3.1,61.7,57.0,4.68,4.65,2.88,1009,0.0
0.51,1,3,6.5,58.6,59.0,5.3,5.25,3.09,1026,0.2
2.01,0,2,6.5,61.9,55.0,8.1,8.05,5.0,18395,0.0
1.54,1,4,10.0,62.0,60.0,7.4,7.32,4.56,5071,0.0
0.9,2,1,6.0,62.6,61.0,6.06,6.11,3.81,4315,0.2
1.73,2,5,6.5,62.0,58.0,7.6,7.69,4.74,9292,0.0
0.73,1,0,3.6,60.9,59.0,5.82,5.77,3.53,2947,0.0
1.16,0,3,0.0,62.0,57.0,6.73,6.7,4.16,10082,0.0
0.75,1,6,3.1,61.6,57.0,5.88,5.84,3.61,1998,0.0
0.43,0,3,6.0,61.3,55.0,4.88,4.9,3.0,917,0.0
0.34,0,3,3.6,62.7,55.0,4.48,4.49,2.81,596,0.2
0.7,0,0,3.6,60.3,60.0,5.71,5.76,3.46,2991,0.0
0.3,1,3,6.5,62.5,59.0,4.27,4.31,2.68,394,0.2
0.5,0,2,2.5,61.3,59.0,5.05,5.1,3.11,2210,0.0
1.0,1,0,6.0,62.3,60.0,6.23,6.19,3.87,4469,0.2
0.34,0,1,0.0,62.0,56.0,4.51,4.49,2.79,1243,0.0
1.4,1,0,3.1,62.8,58.0,7.17,7.07,4.47,13730,0.2
0.32,1,5,3.1,62.0,58.0,4.37,4.4,2.72,505,0.0
0.72,0,2,3.6,61.1,56.0,5.92,5.8,3.55,3226,0.0
0.31,0,1,3.6,61.5,56.0,4.37,4.34,2.68,872,0.0
1.31,0,2,3.6,59.6,60.0,7.06,7.16,4.24,10243,0.0
1.0,2,2,3.6,63.2,59.0,6.35,6.3,4.0,6296,0.2
0.44,0,4,2.0,61.1,57.0,4.87,4.92,2.99,1124,0.0
0.29,3,2,3.1,64.4,54.0,4.21,4.24,2.72,504,0.2
0.7,2,4,3.1,63.3,59.0,5.62,5.66,3.57,2484,0.2
0.51,2,0,3.6,63.2,60.0,5.04,5.06,3.19,1633,0.2
0.72,0,1,6.5,62.3,54.0,5.75,5.78,3.59,2398,0.2
1.62,2,4,3.6,62.6,58.0,7.57,7.45,4.7,10912,0.2
0.9,3,2,6.5,64.3,57.0,6.06,6.16,3.93,3267,0.2
0.61,0,3,6.0,61.7,55.0,5.46,5.49,3.38,1659,0.0
0.35,0,0,6.5,61.8,57.0,4.57,4.53,2.81,669,0.0
0.56,0,2,3.1,61.7,56.0,5.33,5.3,3.28,2016,0.0
1.05,0,4,3.1,61.8,55.0,6.54,6.57,4.05,6833,0.0
0.47,0,2,2.0,61.9,55.0,4.98,5.0,3.09,1779,0.0
1.7,0,6,6.5,62.0,53.0,7.68,7.65,4.75,7464,0.0
0.3,0,3,3.6,61.3,56.0,4.33,4.28,2.64,675,0.0
0.43,2,3,2.0,61.3,57.0,4.85,4.87,2.98,1207,0.0
0.71,0,4,2.0,61.1,56.0,5.78,5.81,3.53,3137,0.0
0.31,0,5,6.0,62.2,54.0,4.36,4.39,2.72,436,0.2
0.35,0,2,6.0,61.5,54.0,4.57,4.6,2.82,607,0.0
0.71,3,1,3.6,62.8,60.0,5.6,5.65,3.53,2836,0.2
0.53,0,0,3.6,62.2,56.0,5.19,5.16,3.22,1956,0.2
0.54,0,2,3.6,64.2,54.0,5.19,5.12,3.31,1837,0.2
1.02,2,3,6.5,61.6,61.0,6.46,6.47,3.98,4291,0.0
0.35,1,1,3.6,59.5,58.0,4.59,4.62,2.74,767,0.0
1.1,1,4,6.0,62.1,58.0,6.61,6.59,4.1,4354,0.2
1.7,2,6,3.1,63.6,58.0,7.52,7.54,4.79,9683,0.2
1.53,1,2,6.0,62.0,56.0,7.47,7.39,4.61,11370,0.0
0.52,0,1,3.6,62.1,57.0,5.22,5.19,3.23,1617,0.2
0.35,1,3,3.1,61.5,58.0,4.54,4.5,2.78,906,0.0
0.5,0,0,3.1,61.0,56.0,5.13,5.17,3.14,1893,0.0
1.01,2,1,3.6,62.2,58.0,6.36,6.41,3.97,6522,0.2
1.06,1,4,3.6,62.0,58.0,6.57,6.5,4.05,5889,0.0
0.5,2,0,3.6,62.8,58.0,5.03,5.07,3.17,1752,0.2
1.51,1,3,2.5,62.9,60.0,7.3,7.21,4.56,13828,0.2
0.73,0,2,2.5,61.7,54.0,5.76,5.82,3.57,3524,0.0
0.53,3,1,6.0,62.6,64.0,5.13,5.22,3.24,1282,0.2
0.34,3,2,6.5,63.3,54.0,4.46,4.48,2.83,447,0.2
0.69,2,4,6.0,62.5,57.6,5.66,5.72,3.55,1757,0.2
0.42,1,1,6.0,62.5,55.0,4.83,4.8,3.01,992,0.2
1.51,3,6,3.1,61.5,59.0,7.26,7.31,4.48,8271,0.0
1.02,0,1,6.5,62.6,54.6,6.4,6.44,4.02,4983,0.2
0.39,1,6,2.0,62.5,58.0,4.67,4.61,2.9,921,0.2
0.5,0,4,0.0,61.0,56.0,5.15,5.17,3.15,1923,0.0
0.27,2,2,2.5,62.5,59.0,4.11,4.15,2.58,544,0.2
1.0,3,4,6.0,57.9,54.0,6.68,6.62,3.85,4469,0.2
0.51,0,1,3.6,61.0,57.0,5.21,5.12,3.15,1662,0.0
2.54,0,3,6.5,62.5,55.0,8.75,8.69,5.45,14421,0.2
0.33,0,0,3.6,62.1,56.0,4.42,4.47,2.76,781,0.2
1.2,0,1,6.5,61.3,56.0,6.8,6.71,4.14,5268,0.0
1.5,1,3,3.1,62.7,58.0,7.32,7.2,4.55,13736,0.2
0.71,2,2,3.6,63.5,60.0,5.64,5.67,3.59,2630,0.2
0.9,2,1,3.6,62.8,57.0,6.13,6.16,3.86,4419,0.2
0.61,0,1,3.6,61.3,55.0,5.48,5.45,3.35,2373,0.0
1.08,0,6,3.6,62.3,56.0,6.6,6.53,4.09,4093,0.2
0.32,0,1,0.0,61.9,56.0,4.42,4.4,2.73,1170,0.0
0.55,0,3,2.0,61.5,55.0,5.28,5.26,3.24,2473,0.0
1.53,1,6,3.6,62.9,59.0,7.34,7.31,4.61,7554,0.2
0.27,0,2,3.6,61.9,54.0,4.14,4.16,2.57,583,0.0
0.78,2,4,6.5,63.1,56.0,5.84,5.88,3.7,2348,0.2
0.71,0,5,2.5,62.2,54.0,5.7,5.75,3.56,2387,0.2
0.32,1,2,3.6,62.1,59.0,4.41,4.35,2.72,828,0.2
1.01,3,1,6.0,63.3,55.0,6.37,6.42,4.05,5499,0.2
1.25,1,3,3.6,62.6,58.0,6.87,6.8,4.28,8820,0.2
1.1,1,0,6.5,61.5,60.0,6.64,6.58,4.06,5088,0.0
0.71,0,0,6.0,60.9,57.0,5.75,5.79,3.51,3262,0.0
0.33,1,5,2.5,61.0,59.0,4.41,4.44,2.7,579,0.0
1.7,1,5,3.6,60.5,61.0,7.68,7.65,4.64,11369,0.0
1.0,1,3,3.1,61.9,60.0,6.39,6.31,3.93,5242,0.0
0.7,4,4,3.1,65.8,56.0,5.54,5.49,3.63,2415,0.2
0.7,0,2,3.1,62.5,56.0,5.73,5.7,3.57,2751,0.2
1.58,1,4,6.0,61.5,59.0,7.47,7.45,4.59,10738,0.0
0.71,3,3,6.5,63.6,58.0,5.6,5.54,3.55,1816,0.2
0.51,0,3,3.1,60.2,56.0,5.18,5.24,3.14,1632,0.0
0.35,1,2,3.1,60.7,58.0,4.54,4.58,2.77,767,0.0
0.31,1,1,3.1,60.2,58.0,4.38,4.43,2.65,734,0.0
1.6,0,2,3.6,62.0,55.0,7.49,7.54,4.66,18421,0.0
1.51,0,3,3.1,61.6,56.0,7.37,7.34,4.53,14674,0.0
0.5,0,5,6.0,61.5,54.0,5.13,5.15,3.16,1008,0.0
0.3,0,2,0.0,62.3,55.0,4.3,4.34,2.69,886,0.2
0.32,0,1,3.1,62.2,54.0,4.39,4.42,2.74,739,0.2
0.52,0,0,6.0,62.9,56.0,5.16,5.11,3.23,1605,0.2
0.39,0,1,3.1,62.2,55.0,4.67,4.7,2.91,948,0.2
2.72,4,6,10.0,68.2,56.0,8.46,8.43,5.76,6870,0.6
2.17,0,4,6.5,62.0,56.0,8.25,8.29,5.13,17805,0.0
1.1,1,2,3.6,61.1,57.0,6.71,6.65,4.08,7115,0.0
2.31,1,5,6.5,58.8,58.0,8.7,8.64,5.1,17000,0.2
0.36,2,4,2.5,61.3,55.0,4.58,4.64,2.81,668,0.0
0.51,0,3,2.5,61.2,56.0,5.16,5.17,3.16,2303,0.0
1.6,0,2,6.0,61.1,55.0,7.55,7.58,4.62,13140,0.0
0.3,0,2,3.1,61.9,55.0,4.28,4.3,2.66,673,0.0
0.42,0,0,3.1,61.8,57.0,4.82,4.79,2.97,1388,0.0
1.3,0,4,3.1,62.2,57.0,7.01,6.98,4.35,5962,0.2
2.11,0,6,3.6,61.2,55.0,8.33,8.3,5.09,14638,0.0
0.33,1,0,2.5,62.6,56.0,4.47,4.44,2.79,1002,0.2
1.07,1,3,3.6,62.1,58.0,6.55,6.59,4.08,6355,0.2
1.47,1,3,6.5,61.8,58.0,7.28,7.22,4.48,7557,0.0
0.24,2,2,2.5,62.1,58.0,3.96,4.03,2.48,478,0.2
0.75,1,1,3.6,59.9,61.0,5.97,5.91,3.56,3108,0.0
1.14,0,5,3.1,61.7,53.0,6.75,6.77,4.17,5863,0.0
0.42,0,4,6.0,62.9,57.0,4.84,4.76,3.02,898,0.2
0.54,1,3,3.1,61.1,59.0,5.22,5.26,3.2,1754,0.0
1.01,2,6,3.1,61.3,57.0,6.43,6.5,3.96,4262,0.0
1.02,3,0,6.5,58.9,65.0,6.59,6.54,3.87,3842,0.2
0.8,2,2,6.5,59.7,56.0,6.05,6.11,3.63,2564,0.0
1.52,0,4,3.1,62.3,55.0,7.36,7.32,4.57,11154,0.2
1.0,1,2,6.5,61.5,58.0,6.41,6.38,3.93,3920,0.0
0.75,1,2,6.5,59.8,60.0,5.96,5.92,3.55,1881,0.0
0.35,0,0,3.6,62.5,55.0,4.5,4.55,2.83,829,0.2
1.21,0,4,6.0,62.6,53.0,6.87,6.8,4.28,6025,0.2
0.31,0,3,3.6,61.1,55.0,4.39,4.41,2.69,684,0.0
1.2,0,2,3.6,62.3,56.0,6.82,6.79,4.24,8590,0.2
0.53,2,0,3.6,63.4,55.0,5.23,5.11,3.28,1825,0.2
1.21,2,5,6.0,60.6,56.0,6.89,6.97,4.2,5457,0.0
0.51,2,4,6.0,61.2,55.0,5.19,5.21,3.18,1008,0.0
0.34,1,0,6.0,62.4,58.0,4.46,4.42,2.77,803,0.2
0.3,0,2,2.5,61.4,56.0,4.32,4.35,2.66,694,0.0
1.57,2,5,3.6,60.2,58.0,7.51,7.57,4.54,9443,0.0
0.46,3,1,6.0,63.7,58.0,4.84,4.9,3.1,891,0.2
0.4,0,5,3.1,60.9,56.0,4.76,4.8,2.91,826,0.0
1.16,0,4,6.0,61.8,54.0,6.74,6.81,4.19,6084,0.0
0.7,0,3,6.0,62.4,56.0,5.66,5.69,3.54,2276,0.2
0.7,0,5,2.5,62.1,56.0,5.68,5.72,3.54,2367,0.2
0.41,0,2,3.1,61.3,55.0,4.83,4.79,2.95,1076,0.0
0.9,3,2,6.0,63.9,59.0,6.09,6.06,3.88,3992,0.2
0.9,3,6,3.6,57.9,63.0,6.32,6.35,3.67,3423,0.2
0.3,1,2,2.0,62.0,59.0,4.24,4.28,2.64,868,0.0
1.0,0,1,6.0,61.7,57.0,6.39,6.42,3.95,5555,0.0
0.35,1,0,3.6,62.0,58.0,4.56,4.54,2.82,1063,0.0
0.9,3,5,3.1,62.8,59.0,6.11,6.18,3.86,3447,0.2
0.9,2,3,6.5,59.8,61.0,6.32,6.28,3.77,3842,0.0
0.36,0,1,3.1,61.4,56.0,4.59,4.63,2.83,747,0.0
0.5,2,5,2.0,62.8,61.0,4.98,5.05,3.15,1448,0.2
1.0,0,3,6.0,61.6,55.0,6.51,6.41,3.98,4956,0.0
0.4,3,3,3.1,59.6,61.0,4.8,4.86,2.88,820,0.0
0.33,0,3,3.1,61.7,56.0,4.44,4.47,2.75,666,0.0
0.32,0,0,3.6,62.2,56.0,4.39,4.36,2.72,972,0.2
0.71,0,3,6.0,61.7,56.0,5.74,5.77,3.55,2518,0.0
0.23,2,0,2.5,61.9,60.0,3.9,3.95,2.43,505,0.0
0.53,0,0,6.0,61.2,57.0,5.24,5.19,3.19,1706,0.0
0.7,3,4,6.0,60.2,64.0,5.72,5.65,3.42,2176,0.0
0.77,1,3,3.6,61.2,58.0,5.9,5.93,3.62,2780,0.0
0.54,2,2,6.0,63.0,57.0,5.18,5.23,3.28,1255,0.2
0.37,1,0,6.0,60.4,59.0,4.62,4.68,2.81,681,0.0
1.0,2,0,6.0,62.1,58.0,6.34,6.45,3.97,5390,0.2
0.72,1,3,6.0,61.3,56.0,5.79,5.76,3.54,2316,0.0
1.23,2,3,2.0,61.2,55.8,6.9,6.94,4.23,11081,0.0
0.41,3,0,6.0,63.4,55.0,4.68,4.72,2.98,738,0.2
0.31,0,3,3.6,61.6,55.0,4.37,4.39,2.7,544,0.0
2.07,2,5,3.6,60.6,58.0,8.24,8.29,5.01,16378,0.0
1.04,2,4,2.5,59.1,60.0,6.6,6.66,3.92,6166,0.0
0.32,0,2,2.0,61.5,56.0,4.41,4.43,2.72,912,0.0
0.31,0,3,6.0,62.2,55.0,4.36,4.35,2.71,593,0.2
1.31,1,1,6.0,62.4,58.0,7.03,6.95,4.36,8767,0.2
0.45,3,4,2.0,56.8,64.0,5.08,4.99,2.86,1180,0.2
1.0,3,4,3.6,63.7,59.0,6.3,6.26,4.0,4861,0.2
2.01,1,5,3.6,62.6,59.0,8.04,8.01,5.02,16778,0.2
0.81,0,4,6.5,63.0,57.0,5.94,5.9,3.73,2313,0.2
0.7,1,5,2.5,62.4,61.0,5.75,5.6,3.54,2415,0.2
2.06,0,5,6.5,62.4,55.0,8.1,8.14,5.07,14120,0.2
0.3,2,3,2.0,63.4,56.0,4.31,4.27,2.72,1013,0.2
0.46,0,3,2.0,61.5,55.0,4.97,5.01,3.07,1412,0.0
0.32,0,3,0.0,61.9,54.0,4.4,4.42,2.73,918,0.0
0.32,1,2,3.6,60.8,58.0,4.44,4.41,2.69,828,0.0
0.42,0,0,6.0,61.8,57.0,4.77,4.81,2.96,810,0.0
0.52,3,2,6.5,58.7,64.0,5.24,5.26,3.08,1350,0.2
0.25,2,1,2.0,62.6,57.0,3.98,4.01,2.5,548,0.2
0.71,1,0,6.0,60.9,59.0,5.72,5.71,3.48,2743,0.0
1.59,1,1,3.1,61.2,58.0,7.49,7.58,4.61,17393,0.0
0.4,0,4,3.6,61.4,55.0,4.76,4.78,2.93,725,0.0
0.9,1,6,2.5,62.5,61.0,6.15,6.08,3.82,3459,0.2
0.71,3,2,6.0,63.6,54.0,5.65,5.61,3.58,2345,0.2
0.5,0,2,6.0,59.9,56.0,5.09,5.36,3.13,1282,0.0
0.58,1,5,2.0,62.6,59.0,5.27,5.31,3.31,1636,0.2
0.57,0,4,0.0,62.2,56.0,5.3,5.33,3.3,2195,0.2
0.51,2,0,6.0,63.4,59.0,5.07,5.02,3.2,1237,0.2
0.51,0,1,3.1,61.8,55.0,5.15,31.8,5.12,2075,0.0
1.39,2,3,3.6,62.6,56.0,7.08,7.11,4.44,10476,0.2
0.39,0,6,2.5,62.0,54.5,4.67,4.7,2.9,687,0.0
0.58,0,2,6.0,61.4,57.0,5.33,5.38,3.29,1408,0.0
0.3,0,3,0.0,60.9,57.0,4.35,4.39,2.66,863,0.0
0.54,2,2,3.6,60.9,55.0,5.25,5.31,3.21,1639,0.0
0.9,3,0,6.0,63.3,57.0,6.07,6.12,3.86,4381,0.2
0.3,0,3,2.0,61.7,54.0,4.32,4.34,2.67,764,0.0
0.24,0,2,3.1,61.8,54.0,3.99,4.03,2.48,572,0.0
0.71,0,1,6.0,62.0,56.0,5.72,5.77,3.56,2308,0.0
0.7,0,3,3.6,60.0,57.0,5.8,5.84,3.49,2633,0.0
0.31,3,3,2.5,63.8,56.0,4.28,4.24,2.72,907,0.2
0.24,2,2,2.0,62.3,56.0,3.97,4.01,2.49,608,0.2
1.04,0,3,3.1,61.5,57.0,6.5,6.54,4.01,7457,0.0
0.7,1,1,3.6,59.3,60.0,5.78,5.73,3.41,2818,0.0
0.9,2,0,6.5,62.2,57.0,6.11,6.15,3.81,3975,0.2
0.42,0,1,3.6,62.0,55.0,4.8,4.82,2.98,958,0.0
1.72,2,5,2.5,62.7,58.0,7.54,7.6,4.75,12396,0.2
1.0,2,2,6.0,63.4,61.0,6.35,6.29,4.01,4939,0.2
0.5,1,2,2.5,61.9,58.0,5.1,5.07,3.15,2160,0.0
0.57,2,5,6.0,61.1,61.0,5.34,5.37,3.27,1151,0.0
0.34,0,3,2.0,62.1,53.0,4.49,4.53,2.8,863,0.2
0.41,0,1,2.5,61.6,56.0,4.78,4.8,2.95,1187,0.0
1.5,1,1,6.5,61.1,58.0,7.34,7.31,4.47,7560,0.0
0.36,1,3,6.0,61.8,59.0,4.57,4.55,2.82,689,0.0
1.08,2,6,6.5,62.5,60.0,6.51,6.57,4.09,4152,0.2
1.02,2,2,6.5,61.1,62.0,6.49,6.54,3.98,3984,0.0
1.01,1,3,3.6,62.6,56.0,6.41,6.34,3.99,5713,0.2
1.01,2,2,0.0,59.2,60.0,6.48,6.59,3.87,10800,0.0
0.43,0,3,2.0,61.8,55.0,4.87,4.9,3.02,1183,0.0
0.38,2,4,6.0,63.3,57.0,4.62,4.58,2.91,812,0.2
0.91,2,0,3.6,59.6,58.0,6.32,6.34,3.77,5825,0.0
0.31,1,2,0.0,61.6,58.0,4.33,4.37,2.68,874,0.0
0.52,2,1,6.0,58.4,58.0,5.29,5.33,3.1,1382,0.2
1.03,0,2,2.0,62.1,56.3,6.43,6.5,4.02,10619,0.2
1.5,3,3,6.5,57.5,63.0,7.53,7.49,4.32,6006,0.2
0.33,0,3,0.0,62.2,56.0,4.45,4.43,2.76,1052,0.2
1.52,2,2,3.6,62.3,56.0,7.29,7.34,4.56,14412,0.2
1.54,0,3,3.6,61.5,57.0,7.44,7.41,4.57,11487,0.0
1.04,1,0,6.0,61.5,58.0,6.53,6.48,4.0,5708,0.0
0.8,1,6,3.1,61.6,60.0,5.94,5.88,3.64,2202,0.0
0.52,0,1,3.1,62.6,57.0,5.11,5.15,3.21,1668,0.2
1.01,2,1,3.6,63.3,58.0,6.38,6.35,4.03,6516,0.2
