carat,cut,color,clarity,depth,table,price,depth_categories
0.7,1,1,6.0,62.4,60.0,2310,0.2
1.09,0,1,6.0,61.1,55.0,6043,0.0
0.33,1,3,0.0,59.4,59.0,1094,0.0
0.31,0,3,6.5,61.6,55.6,429,0.0
0.4,0,1,2.0,62.4,57.0,1397,0.2
2.01,1,2,6.5,62.0,60.0,11903,0.0
1.26,1,5,6.0,60.9,58.0,5504,0.0
0.73,0,1,2.5,61.6,55.0,3535,0.0
0.39,0,1,2.5,61.7,56.0,1056,0.0
0.41,0,1,2.5,61.1,57.0,1381,0.0
0.38,0,4,3.1,61.1,55.0,721,0.0
0.3,2,0,6.0,63.3,59.0,709,0.2
0.52,0,4,2.0,60.7,57.0,1639,0.0
1.71,0,4,3.6,61.9,57.0,9618,0.0
0.3,0,1,2.0,61.2,57.0,895,0.0
0.5,2,5,6.0,62.5,57.0,1035,0.2
2.05,1,0,6.5,60.0,58.0,12891,0.0
0.72,0,3,2.5,61.6,55.0,3002,0.0
0.31,0,4,6.0,61.1,57.0,464,0.0
0.9,4,5,3.1,65.2,60.0,3387,0.2
1.18,1,6,6.5,61.3,60.0,4197,0.0
1.5,2,4,6.0,62.6,57.0,9157,0.2
1.01,1,0,6.5,61.0,62.0,4939,0.0
2.03,2,5,6.5,62.8,59.0,13063,0.2
0.3,1,0,6.0,61.7,60.0,709,0.0
0.33,0,5,3.6,62.4,56.0,463,0.2
1.25,0,5,3.1,61.4,58.0,7042,0.0
0.3,2,4,3.6,63.0,59.0,473,0.2
0.9,2,0,6.0,62.1,60.0,4289,0.2
0.78,1,2,6.5,60.6,57.0,2340,0.0
0.3,0,1,6.5,62.1,55.0,401,0.2
0.6,0,1,3.1,59.6,59.0,2339,0.0
0.3,3,3,3.1,63.1,56.0,605,0.2
0.3,1,3,3.1,62.5,55.0,776,0.2
0.9,0,3,6.5,62.8,54.0,3820,0.2
0.5,1,0,3.6,61.3,61.0,1980,0.0
1.01,0,3,6.0,63.1,53.0,5430,0.2
1.1,0,2,3.1,61.5,59.0,8796,0.0
1.09,0,4,3.6,61.5,54.0,5732,0.0
0.9,2,3,3.6,62.5,58.0,4369,0.2
0.7,4,4,6.0,65.3,55.0,1865,0.2
1.34,2,1,6.5,62.1,63.0,5065,0.2
0.42,2,5,0.0,60.1,58.0,938,0.0
2.0,1,3,6.5,62.1,59.0,15897,0.2
0.71,1,1,6.0,62.2,58.0,2743,0.2
1.0,1,2,6.5,59.2,61.0,3562,0.0
0.57,0,1,3.1,62.1,53.0,1942,0.2
0.32,1,3,0.0,62.0,60.0,1020,0.0
0.36,0,2,6.5,61.2,56.0,450,0.0
0.45,1,2,3.1,62.1,59.0,1229,0.2
1.04,0,3,3.6,61.9,54.0,6809,0.0
1.04,2,4,6.0,63.1,58.0,4316,0.2
0.71,3,5,3.6,64.2,58.0,2028,0.2
0.3,3,1,3.6,63.4,56.0,614,0.2
1.33,1,3,3.6,62.3,59.0,9682,0.2
0.56,4,2,6.0,61.6,61.0,1176,0.0
0.38,2,2,6.0,61.5,54.0,660,0.0
2.15,2,5,6.5,63.4,56.0,12100,0.2
0.46,0,4,3.1,61.9,55.0,1353,0.0
0.72,0,3,3.6,61.7,57.0,2383,0.0
1.02,0,2,2.5,60.9,56.0,9870,0.0
0.42,2,0,6.0,63.0,57.0,756,0.2
1.06,0,3,6.5,61.0,57.0,4578,0.0
0.36,0,5,3.1,60.5,57.0,729,0.0
1.08,1,6,6.0,61.0,60.0,4173,0.0
0.3,1,0,3.6,62.9,59.0,911,0.2
0.23,2,4,2.5,62.6,56.0,431,0.2
1.07,2,0,6.0,60.2,55.0,6002,0.0
0.31,3,3,2.0,58.0,62.0,761,0.2
0.58,0,6,3.6,62.8,57.0,1196,0.2
0.28,0,3,0.0,62.4,55.0,650,0.2
1.08,1,1,6.0,59.6,60.0,5908,0.0
1.01,3,2,2.5,63.6,60.0,7059,0.2
0.7,2,4,3.6,62.9,57.0,2498,0.2
0.44,0,2,6.0,61.4,56.0,761,0.0
0.92,2,5,6.0,63.3,58.0,3323,0.2
0.52,0,1,3.6,61.3,54.0,1646,0.0
0.3,0,2,3.1,62.3,56.0,603,0.2
0.76,2,2,2.0,59.6,58.0,4504,0.0
0.32,1,4,3.1,62.3,58.0,561,0.2
0.34,0,5,6.0,62.3,55.0,589,0.2
1.2,2,2,6.0,63.1,58.0,5638,0.2
1.22,0,4,3.6,61.3,56.0,8596,0.0
0.73,2,4,3.1,61.6,59.0,2641,0.0
1.03,3,4,6.0,63.3,57.0,4843,0.2
0.5,3,0,3.6,63.7,56.0,1635,0.2
0.96,4,2,6.0,60.7,65.0,4849,0.0
0.31,0,2,0.0,62.2,54.0,914,0.2
0.41,2,0,3.6,59.2,58.0,995,0.0
0.4,0,1,3.1,61.7,55.0,1053,0.0
1.02,1,4,6.5,61.3,57.0,3713,0.0
1.26,0,6,3.1,62.2,58.0,6332,0.2
1.55,0,6,6.5,62.0,56.0,6805,0.0
0.32,0,4,2.0,61.9,55.0,730,0.0
0.52,0,3,3.1,62.7,57.0,1815,0.2
0.52,0,2,3.1,62.3,55.0,1872,0.2
0.33,0,1,2.5,61.7,57.0,1114,0.0
1.77,1,6,6.5,62.0,55.0,8840,0.0
0.3,2,3,2.5,61.6,60.0,684,0.0
2.0,1,5,3.6,58.6,62.0,16068,0.2
0.72,0,4,6.5,61.3,56.0,2393,0.0
1.31,0,3,3.1,62.0,58.0,10359,0.0
0.76,3,5,6.0,64.1,59.0,1914,0.2
1.0,3,2,3.6,63.8,58.0,6098,0.2
0.28,0,1,2.0,62.0,56.0,646,0.0
0.28,2,3,6.0,62.0,55.0,382,0.0
0.23,2,1,3.6,62.4,60.0,400,0.2
0.29,2,2,3.1,63.0,55.0,504,0.2
0.71,0,4,3.1,62.4,56.0,2559,0.2
1.56,2,5,3.1,62.7,58.0,9857,0.2
0.58,0,3,6.5,62.0,57.0,1134,0.0
0.7,2,6,3.6,58.2,60.0,1896,0.2
1.51,1,5,2.0,61.0,61.0,10824,0.0
0.9,0,3,3.6,61.7,56.0,4773,0.0
0.37,2,4,3.1,59.8,59.0,695,0.0
1.5,3,3,6.0,59.7,65.0,9954,0.0
2.07,0,3,6.5,62.2,54.0,17614,0.2
0.38,2,4,3.1,61.3,54.0,705,0.0
0.5,0,1,6.0,62.3,56.0,1410,0.2
1.01,3,2,6.5,62.7,61.0,3886,0.2
0.54,2,4,3.6,62.6,58.0,1338,0.2
0.5,2,2,2.5,61.9,59.0,2041,0.0
0.5,2,4,6.0,60.9,61.0,1133,0.0
1.54,1,5,6.5,61.2,58.0,7631,0.0
0.3,0,2,2.0,61.7,58.0,814,0.0
0.55,0,3,3.1,61.6,55.0,1881,0.0
0.71,1,6,3.6,60.1,61.0,1968,0.0
0.63,2,4,3.1,61.1,57.0,1991,0.0
1.0,2,2,6.5,62.4,56.0,3906,0.2
1.21,0,6,3.1,61.8,56.2,5604,0.0
0.43,0,2,2.0,62.3,55.0,1358,0.2
2.0,0,5,6.5,61.1,59.0,13921,0.0
1.53,2,4,6.5,60.6,63.0,6597,0.0
0.32,0,3,3.6,62.0,57.0,672,0.0
0.62,1,5,3.6,61.9,59.0,1378,0.0
0.3,2,3,2.5,61.8,59.0,684,0.0
1.02,1,2,3.6,63.0,60.0,5704,0.2
1.0,3,2,10.0,64.2,59.0,2717,0.2
0.44,2,1,3.1,59.7,59.0,1090,0.0
0.41,2,6,2.0,60.1,58.0,775,0.0
0.28,0,2,2.5,62.2,53.0,787,0.2
0.24,3,2,2.0,64.8,57.0,492,0.2
0.51,1,1,6.0,61.5,58.0,1593,0.0
0.53,0,1,2.0,61.5,54.0,3352,0.0
1.01,2,1,2.0,63.2,54.0,10498,0.2
0.41,0,3,3.6,60.9,56.0,949,0.0
0.9,2,6,6.0,63.4,54.0,2834,0.2
0.31,0,4,3.6,62.1,55.0,513,0.2
0.51,1,3,3.6,62.2,57.0,1546,0.2
0.35,0,0,6.0,62.3,55.0,827,0.2
1.05,0,2,2.0,61.6,55.0,10872,0.0
0.58,0,4,3.6,61.8,55.0,1876,0.0
0.46,0,1,3.6,62.1,57.0,1251,0.2
0.41,1,3,6.0,62.7,58.0,719,0.2
1.0,1,2,6.0,61.8,58.0,5151,0.0
0.9,3,1,6.0,62.6,62.0,3945,0.2
0.6,0,4,3.1,61.3,55.0,2250,0.0
1.14,1,6,6.5,60.4,59.0,3861,0.0
1.0,1,1,6.0,60.7,59.0,5445,0.0
0.33,0,3,2.0,61.1,56.0,838,0.0
0.32,0,4,3.1,62.9,54.0,720,0.2
0.35,0,3,2.5,62.1,56.0,1024,0.2
0.82,0,4,6.0,62.4,56.0,2617,0.2
0.77,0,1,3.1,62.0,56.0,3697,0.0
1.51,0,6,3.1,61.6,58.0,8067,0.0
0.31,1,3,2.0,59.5,60.0,816,0.0
0.33,0,3,2.0,62.3,55.0,1040,0.2
0.32,0,3,3.1,62.1,55.0,828,0.2
0.72,0,3,3.1,61.6,56.0,3478,0.0
0.8,0,2,6.5,61.8,59.0,3066,0.0
0.3,2,2,6.0,62.1,60.0,500,0.2
0.54,0,0,2.5,61.5,55.0,2848,0.0
1.08,2,4,3.6,62.9,59.0,5515,0.2
0.33,0,2,2.5,61.3,56.0,810,0.0
0.3,2,0,6.5,61.2,60.0,447,0.0
0.91,2,1,6.5,58.6,63.0,2963,0.2
0.74,0,1,6.5,61.9,56.0,2464,0.0
0.31,0,0,3.6,62.0,55.0,942,0.0
1.5,2,0,3.6,62.4,59.0,13287,0.2
0.7,4,1,6.0,65.2,58.0,2318,0.2
0.32,0,1,3.6,61.4,56.0,599,0.0
1.0,3,1,6.5,57.7,65.0,3696,0.2
0.38,0,3,2.5,62.2,54.3,929,0.2
0.33,0,4,2.0,62.2,55.0,965,0.2
0.41,1,0,6.5,61.9,58.0,683,0.0
0.34,0,3,0.0,61.6,54.0,974,0.0
1.03,2,3,6.0,63.1,58.0,4903,0.2
0.35,1,0,6.0,60.9,58.0,827,0.0
1.33,1,4,6.5,62.8,52.0,6405,0.2
0.91,4,1,3.1,64.5,58.0,4770,0.2
0.38,0,2,2.5,61.0,57.0,1117,0.0
1.21,3,1,6.0,63.6,58.0,6861,0.2
0.41,1,3,3.6,59.8,58.0,827,0.0
0.87,0,4,3.6,62.3,57.0,3372,0.2
0.37,2,5,2.5,60.9,58.0,714,0.0
1.01,1,4,3.1,60.9,62.0,5000,0.0
0.31,1,2,3.1,61.8,60.0,872,0.0
0.7,0,0,3.1,61.5,57.0,4323,0.0
1.2,1,3,6.5,62.6,61.0,4250,0.2
1.0,4,4,6.0,65.5,57.0,3511,0.2
1.26,4,4,6.5,64.9,60.0,3881,0.2
0.54,3,1,2.5,57.5,61.0,2391,0.2
1.22,1,3,3.6,60.9,57.0,8067,0.0
0.24,2,5,2.0,62.3,57.0,336,0.2
0.31,0,0,2.5,61.2,55.0,1034,0.0
0.53,0,2,3.1,62.3,55.0,1908,0.2
0.71,1,3,2.0,62.7,58.0,2694,0.2
0.71,2,2,3.1,60.0,57.0,2807,0.0
0.77,0,0,6.5,62.1,56.0,2896,0.2
0.32,1,3,3.6,61.0,59.0,561,0.0
0.31,1,1,3.1,61.0,58.0,942,0.0
1.01,2,3,3.6,62.4,58.0,5696,0.2
0.53,0,2,2.0,61.6,56.0,2922,0.0
0.51,2,1,3.1,62.8,57.1,1970,0.2
1.01,2,1,3.6,62.7,57.0,6666,0.2
0.71,2,4,6.0,63.1,57.0,2207,0.2
0.3,2,0,2.5,62.9,56.0,752,0.2
0.75,0,2,6.5,59.2,60.0,2248,0.0
0.9,2,2,6.5,62.3,58.0,3519,0.2
0.4,0,1,3.6,62.0,57.0,975,0.0
0.5,4,0,6.0,64.6,59.0,1253,0.2
0.42,0,1,3.1,61.6,57.0,1105,0.0
0.44,2,5,3.1,61.9,57.0,813,0.0
1.24,1,0,6.5,61.4,59.0,6840,0.0
0.34,0,1,6.0,62.7,55.0,596,0.2
0.42,3,0,6.0,63.3,58.0,735,0.2
1.0,2,3,2.5,63.5,55.0,5914,0.2
1.01,2,2,3.6,61.0,57.0,6073,0.0
0.72,2,1,3.6,59.8,57.0,3270,0.0
0.31,0,1,3.6,62.4,53.0,642,0.2
0.3,0,5,0.0,62.0,57.0,615,0.0
1.09,1,3,3.6,61.0,59.0,7032,0.0
1.25,1,4,3.6,60.4,59.0,7378,0.0
0.5,2,1,3.1,61.7,57.0,1675,0.0
1.19,0,4,2.5,61.6,56.0,7651,0.0
0.36,2,3,2.5,59.5,56.0,858,0.0
0.33,0,3,2.5,63.0,57.0,965,0.2
0.51,0,4,3.1,62.7,57.0,1438,0.2
1.11,1,5,6.0,61.9,58.0,3978,0.0
0.93,2,2,6.5,63.5,58.0,3420,0.2
0.91,2,2,3.1,63.1,59.0,4423,0.2
0.91,0,4,6.5,60.3,57.0,3363,0.0
1.0,3,3,2.0,63.8,60.0,7134,0.2
0.65,2,0,3.1,60.8,57.2,2752,0.0
0.3,2,3,3.6,63.1,58.0,630,0.2
1.12,0,1,6.5,61.6,56.0,6168,0.0
1.11,2,1,6.5,62.3,58.0,4307,0.2
2.01,2,6,6.5,63.4,59.0,11660,0.2
0.32,0,0,6.0,62.0,57.0,756,0.0
1.02,0,1,6.0,60.5,56.0,5493,0.0
0.32,2,4,3.6,62.8,55.0,505,0.2
0.56,2,2,3.1,62.0,59.0,1712,0.0
2.06,1,5,6.5,62.2,60.0,11190,0.2
0.32,0,1,3.1,61.1,56.0,713,0.0
1.51,3,4,6.0,61.8,61.0,9218,0.0
0.32,2,5,3.6,63.0,57.0,449,0.2
0.41,0,1,3.1,61.5,56.0,1076,0.0
1.0,3,1,6.0,57.5,62.0,5051,0.2
0.3,0,5,3.1,62.5,54.0,457,0.2
1.51,1,2,3.6,62.0,60.0,14165,0.0
0.44,0,3,6.0,61.5,57.0,772,0.0
1.02,1,2,6.5,62.5,57.0,4570,0.2
2.19,2,1,6.5,62.4,61.0,18067,0.2
0.47,0,0,3.1,60.5,57.0,2086,0.0
0.24,2,1,6.0,59.9,58.0,571,0.0
1.01,2,2,6.5,62.3,59.0,4384,0.2
1.03,2,5,6.5,63.5,58.0,5884,0.2
1.51,2,3,6.0,63.3,60.0,10116,0.2
2.01,1,6,6.0,60.7,61.0,12209,0.0
0.3,0,5,2.5,62.6,56.0,515,0.2
0.72,0,2,6.0,61.5,56.0,2870,0.0
0.4,0,4,2.5,61.4,55.7,905,0.0
0.7,2,2,6.0,58.4,63.0,2058,0.2
0.7,0,1,6.5,62.5,54.0,2283,0.2
0.27,0,4,2.5,62.1,57.0,623,0.2
0.61,0,3,2.5,60.1,57.0,2816,0.0
0.59,0,1,2.5,61.8,57.0,3026,0.0
0.7,2,1,6.0,61.7,62.0,2569,0.0
1.51,2,2,3.6,63.2,56.0,13080,0.2
0.3,0,3,6.0,62.2,55.0,422,0.2
1.29,1,3,6.5,62.0,58.0,5996,0.0
0.46,2,3,2.5,62.7,53.0,1216,0.2
1.16,0,3,6.0,61.8,55.0,5908,0.0
1.16,2,0,6.0,61.8,58.0,5695,0.0
0.91,0,3,3.6,61.4,57.0,5023,0.0
0.31,0,3,2.5,62.5,53.0,677,0.2
1.7,0,1,6.5,59.6,59.0,11924,0.0
1.22,3,5,3.1,59.2,61.0,6713,0.0
0.32,3,0,6.5,63.7,56.0,477,0.2
1.11,0,1,2.5,62.9,55.0,11074,0.2
0.74,0,5,6.0,62.3,57.0,2327,0.2
0.31,0,4,2.0,62.2,54.0,707,0.2
1.21,2,3,6.5,59.3,59.0,5364,0.0
1.05,1,3,2.5,59.5,61.0,8702,0.0
0.64,0,4,2.0,61.1,55.0,2084,0.0
0.54,1,4,3.6,61.6,58.0,1389,0.0
0.9,3,4,6.0,66.1,57.0,3282,0.2
0.48,0,3,6.0,61.4,56.0,969,0.0
1.01,2,4,3.6,61.0,63.0,4959,0.0
0.34,0,3,0.0,61.0,55.0,974,0.0
0.42,0,3,2.0,62.0,56.0,1235,0.0
1.2,1,5,6.0,61.4,57.0,5098,0.0
1.01,3,3,6.0,63.8,56.0,4504,0.2
1.7,1,5,6.0,61.6,56.0,8044,0.0
0.41,0,4,3.1,61.8,56.0,750,0.0
1.52,2,0,3.6,62.4,58.0,13799,0.2
1.01,0,3,3.6,62.4,57.0,6340,0.2
0.23,2,1,2.5,61.5,59.0,530,0.0
0.32,1,5,6.0,61.0,59.0,554,0.0
1.17,0,2,6.0,62.2,56.0,5837,0.2
0.32,0,0,2.5,59.9,59.0,854,0.0
0.41,1,5,2.0,59.8,61.0,1107,0.0
2.02,2,4,6.5,63.1,54.0,13655,0.2
0.41,0,1,3.6,61.6,55.0,999,0.0
0.23,3,2,2.5,62.8,61.0,505,0.2
0.42,0,0,3.6,62.4,55.0,1031,0.2
0.5,0,3,2.0,62.2,55.0,1883,0.2
0.31,2,2,3.6,62.9,59.0,625,0.2
0.7,0,3,2.0,62.8,57.0,3165,0.2
0.31,0,5,0.0,62.0,54.0,635,0.0
0.73,4,5,3.1,55.9,66.0,2330,0.2
0.81,0,1,6.5,61.4,57.0,2673,0.0
1.01,2,0,0.0,63.3,55.0,12581,0.2
0.92,0,5,3.1,62.3,55.0,4587,0.2
0.4,0,2,2.0,61.3,55.0,1263,0.0
0.42,0,3,2.0,60.0,57.0,1235,0.0
0.31,3,4,2.5,63.6,56.0,802,0.2
0.35,0,3,0.0,61.1,56.0,1044,0.0
0.72,1,4,6.0,62.2,57.0,2311,0.2
0.34,1,5,2.5,61.3,57.0,765,0.0
1.01,3,2,6.5,63.6,59.0,4121,0.2
0.32,1,3,3.6,62.5,58.0,720,0.2
0.64,2,2,6.0,61.2,58.0,1725,0.0
0.24,0,4,3.6,61.1,56.0,391,0.0
1.0,4,3,3.1,58.7,67.0,5853,0.2
1.01,3,2,6.0,64.2,58.0,4339,0.2
0.25,0,1,2.5,61.1,56.0,633,0.0
0.37,1,2,3.6,61.9,59.0,957,0.0
0.24,1,1,3.6,62.6,58.0,417,0.2
0.24,0,1,6.0,62.5,56.0,486,0.2
0.76,2,1,3.6,63.4,58.0,3517,0.2
1.5,3,2,3.6,63.6,55.0,13853,0.2
0.31,2,1,2.5,60.8,55.0,816,0.0
0.32,0,1,2.5,62.0,55.0,1080,0.0
1.02,3,0,6.5,57.5,62.0,3909,0.2
1.21,0,3,2.5,60.6,56.0,10256,0.0
0.9,3,3,6.0,63.1,59.0,3734,0.2
0.56,0,3,0.0,61.7,55.0,2298,0.0
0.44,2,1,2.5,60.7,57.0,1274,0.0
1.34,0,4,3.6,61.9,55.0,8771,0.0
1.01,0,5,3.1,62.5,59.0,5022,0.2
0.31,1,1,6.0,61.2,58.0,651,0.0
0.6,1,0,6.5,61.3,61.0,1428,0.0
0.31,0,4,3.6,61.7,55.0,507,0.0
1.33,0,4,3.6,62.6,57.0,7850,0.2
0.38,0,5,3.1,61.5,53.9,703,0.0
0.58,1,2,3.6,62.2,55.0,1586,0.2
0.3,0,1,2.5,61.4,55.0,1053,0.0
0.32,0,2,3.6,62.5,56.0,645,0.2
0.7,0,1,3.1,62.9,57.0,2818,0.2
0.4,3,2,6.0,63.6,57.0,945,0.2
0.7,2,3,6.0,62.5,59.0,2545,0.2
0.58,3,2,2.5,62.2,61.0,2494,0.2
0.3,0,6,0.0,61.5,56.0,489,0.0
1.05,0,6,3.1,62.8,57.0,4116,0.2
0.34,0,1,3.1,62.4,54.0,827,0.2
0.35,0,1,2.5,62.6,53.0,849,0.2
0.72,0,2,6.5,61.8,57.0,2456,0.0
1.02,3,0,6.5,63.8,59.0,3909,0.2
0.37,2,1,3.6,61.1,57.0,811,0.0
0.9,2,2,6.5,61.0,61.0,4441,0.0
1.12,0,5,3.6,61.2,54.0,5392,0.0
0.31,0,0,2.0,62.3,54.0,949,0.2
0.37,0,1,2.5,62.2,56.0,844,0.2
0.33,1,3,3.6,61.3,61.0,693,0.0
1.01,4,3,3.6,65.1,56.0,5950,0.2
1.2,0,3,3.1,61.9,58.0,9625,0.0
0.7,0,2,3.6,62.3,55.0,2622,0.2
0.7,2,3,3.1,61.4,55.0,2748,0.0
0.3,0,2,3.6,62.0,54.0,605,0.0
0.31,1,3,6.0,62.1,58.0,462,0.2
0.6,3,1,2.5,64.2,55.0,2511,0.2
0.3,2,3,2.5,62.8,60.0,684,0.2
2.01,0,5,6.0,61.9,56.0,14558,0.0
0.31,0,3,0.0,61.3,57.0,891,0.0
0.4,2,1,6.0,63.0,57.0,687,0.2
0.32,3,5,3.6,63.4,55.0,449,0.2
0.4,0,4,6.5,61.9,58.0,596,0.0
0.3,1,1,2.0,61.3,59.0,895,0.0
0.61,0,5,3.6,62.0,57.0,1627,0.0
0.43,1,0,3.6,60.2,59.0,1129,0.0
0.3,0,5,3.1,62.0,58.0,491,0.0
0.82,2,1,6.0,63.2,57.0,2741,0.2
2.2,0,5,6.5,62.2,56.0,14277,0.2
1.0,0,1,6.0,61.6,55.0,5880,0.0
0.31,1,3,3.6,61.7,59.0,544,0.0
1.16,0,3,0.0,59.9,57.0,10368,0.0
1.7,0,5,3.6,61.7,56.0,11360,0.0
1.51,0,3,2.5,61.8,57.0,14982,0.0
0.41,1,3,3.6,59.2,58.0,827,0.0
1.03,2,2,2.5,61.5,55.0,8998,0.0
0.55,0,1,3.6,59.8,57.0,1596,0.0
0.8,0,0,6.0,61.7,56.0,3195,0.0
0.72,2,3,6.5,59.7,56.0,2050,0.0
0.32,0,1,3.1,61.8,56.0,825,0.0
1.2,1,3,6.0,62.7,58.0,6451,0.2
0.7,4,4,10.0,66.5,57.0,1058,0.2
1.7,2,5,6.0,63.1,57.0,10341,0.2
0.3,0,1,0.0,61.1,57.0,1013,0.0
1.27,0,4,6.5,61.8,57.0,6403,0.0
0.7,0,4,3.6,62.4,58.0,2429,0.2
0.34,0,3,3.6,61.5,55.0,765,0.0
0.7,1,0,6.5,58.6,60.0,1848,0.2
0.52,0,3,0.0,61.7,56.0,2387,0.0
0.38,0,3,3.6,62.1,54.5,768,0.2
1.2,1,5,2.5,63.0,60.0,5376,0.2
0.32,0,3,2.0,61.8,56.0,1008,0.0
0.51,0,0,6.5,59.8,55.0,1359,0.0
0.34,1,1,6.5,61.7,58.0,477,0.0
1.0,2,3,6.5,63.3,56.0,3920,0.2
0.73,2,0,6.0,60.8,59.0,3014,0.0
0.31,1,0,6.0,61.1,57.0,732,0.0
1.07,3,2,3.6,57.6,60.0,6828,0.2
1.07,1,2,3.1,60.6,61.0,6885,0.0
1.43,0,3,6.0,62.8,57.0,8599,0.2
0.27,2,0,3.1,60.4,59.0,470,0.0
1.51,2,4,3.6,62.4,55.6,12108,0.2
1.15,1,4,6.5,61.6,60.0,4830,0.0
0.41,0,3,3.6,61.4,59.0,1042,0.0
1.03,4,3,6.0,64.7,63.0,4424,0.2
0.52,0,3,2.5,62.1,57.0,1835,0.2
0.51,0,2,2.0,61.4,56.0,2726,0.0
1.08,0,3,6.0,61.4,56.0,4771,0.0
0.78,1,5,6.0,60.8,60.0,2377,0.0
0.56,0,5,2.0,61.1,55.0,1622,0.0
0.74,0,0,6.0,61.5,56.0,2987,0.0
1.09,0,2,6.0,62.0,56.0,5665,0.0
0.33,0,6,3.1,61.6,54.0,451,0.0
0.73,1,4,6.5,61.2,59.0,1699,0.0
0.4,1,0,6.5,61.7,58.0,855,0.0
0.7,4,3,3.6,64.4,56.0,2657,0.2
0.76,0,3,6.5,62.1,59.0,2389,0.2
0.94,1,2,6.5,62.3,59.0,3095,0.2
0.7,2,3,6.0,62.8,57.0,2276,0.2
0.3,0,4,6.0,62.2,53.0,514,0.2
0.79,0,4,0.0,61.3,56.0,4046,0.0
0.6,4,3,6.0,64.5,56.0,1305,0.2
0.53,0,4,6.0,61.3,55.0,1268,0.0
1.03,0,0,6.0,61.6,55.0,5804,0.0
1.5,1,2,6.0,61.9,60.0,10940,0.0
0.51,0,3,2.0,60.5,59.0,1893,0.0
0.51,3,1,2.5,62.0,60.5,1980,0.0
0.54,0,4,3.6,61.5,55.0,1453,0.0
0.31,2,5,6.5,60.6,61.0,383,0.0
1.22,0,1,2.5,61.6,56.0,14414,0.0
0.5,2,0,3.6,63.7,56.0,1553,0.2
0.33,2,4,0.0,60.3,59.0,868,0.0
0.39,0,0,2.5,60.0,56.0,1088,0.0
0.72,2,0,3.1,64.1,57.0,3375,0.2
1.51,1,3,6.0,59.7,58.0,10020,0.0
0.7,1,2,3.1,60.7,60.0,2792,0.0
0.72,0,4,3.1,62.3,55.0,2949,0.2
1.01,3,3,3.6,63.2,64.0,5538,0.2
0.53,0,1,3.6,61.4,56.0,1721,0.0
0.32,1,1,0.0,61.6,58.0,1170,0.0
1.06,0,2,10.0,62.1,55.0,3544,0.2
1.23,2,3,2.5,60.6,55.0,10004,0.0
0.41,1,5,2.5,62.4,60.0,827,0.2
0.33,0,3,0.0,61.5,55.0,946,0.0
0.54,0,1,3.6,61.0,56.0,1754,0.0
0.36,1,2,6.0,61.1,59.0,770,0.0
1.05,1,3,0.0,60.6,60.0,8850,0.0
1.22,0,1,3.1,61.8,56.0,10823,0.0
0.55,0,2,2.5,62.3,54.0,2581,0.2
1.02,0,1,6.0,61.9,55.0,5806,0.0
0.38,0,3,0.0,62.0,54.0,1125,0.0
0.36,0,0,3.6,61.0,56.0,1094,0.0
0.3,1,4,3.1,62.0,58.0,675,0.0
0.31,0,1,2.0,61.5,56.0,1105,0.0
1.51,2,1,6.0,63.5,57.0,10891,0.2
1.1,0,4,3.6,62.7,56.0,6344,0.2
0.3,3,4,2.5,63.6,56.0,776,0.2
1.15,2,4,6.5,63.7,56.0,4661,0.2
1.34,0,5,3.1,62.2,57.0,7016,0.2
2.02,1,3,6.5,60.1,59.0,17099,0.0
0.33,1,0,6.5,61.6,59.0,492,0.0
1.5,0,4,6.5,62.8,55.0,8614,0.2
0.5,2,3,2.5,60.9,61.0,1838,0.0
1.06,0,3,3.6,62.7,55.0,6411,0.2
1.05,1,0,6.0,60.5,60.0,5659,0.0
2.0,1,0,6.5,61.6,59.0,17674,0.0
0.52,0,2,3.6,61.1,56.0,1625,0.0
0.7,2,1,6.5,60.2,64.0,1964,0.0
1.22,1,1,6.5,61.5,58.0,6351,0.0
0.33,1,3,3.1,60.8,59.0,854,0.0
0.77,2,1,6.0,63.2,58.0,2873,0.2
1.31,1,4,6.5,61.7,59.0,4548,0.0
0.4,0,3,6.0,61.3,55.0,1084,0.0
0.9,1,1,6.5,61.3,60.0,3662,0.0
2.5,0,5,3.6,61.9,57.0,16955,0.0
0.43,1,0,6.5,61.1,58.0,919,0.0
0.73,2,1,3.6,61.5,58.0,3307,0.0
0.32,1,1,0.0,60.0,61.0,967,0.0
0.31,2,3,6.0,61.7,55.0,462,0.0
1.02,0,3,2.5,61.1,57.0,8042,0.0
0.51,0,0,3.6,61.7,55.0,1787,0.0
1.54,0,3,3.1,62.0,57.0,14650,0.0
0.73,1,2,6.0,62.1,58.0,2527,0.2
1.54,2,2,6.0,58.8,60.0,11650,0.2
0.54,0,5,6.5,60.9,57.0,935,0.0
0.53,3,4,6.0,63.7,55.0,1242,0.2
1.11,0,3,6.5,60.5,56.0,4755,0.0
0.41,0,6,3.1,61.6,55.1,674,0.0
0.41,0,1,3.1,62.1,56.0,1153,0.2
1.01,1,2,6.5,61.7,58.0,3846,0.0
0.3,2,4,6.0,61.3,58.0,421,0.0
1.0,4,6,6.0,64.9,58.0,3427,0.2
0.9,0,5,6.0,62.3,57.0,3455,0.2
0.9,2,6,3.6,63.1,59.0,3024,0.2
1.73,2,4,3.6,59.2,61.0,13102,0.0
0.91,1,4,3.6,59.9,62.0,4128,0.0
2.01,1,5,6.0,61.3,60.0,11646,0.0
0.31,1,1,3.6,62.6,58.0,872,0.2
